external_system,paper_identity,publication_status,dataset_task,metric,external_value,mad_etd_value,delta,delta_percentage_points,numerically_positive,interval_lower,interval_upper,interval_type,interval_scope,interval_supports_positive,formal_paired_significance,evidence_tier,official_code_participating,locally_executed_external_system,same_acceptance_query,same_safe_input,same_split_roles,faithful_reproduction,source_artifact,source_artifact_sha256,direct_same_dataset_task_split_comparison,thesis_evidence_role,claim_type,universal_superiority_supported
Continual-Federated-IDS,10.1186/s42400-023-00199-0,peer_reviewed,CICIDS2017 5-way 3-shot binary projection,macro_f1,0.994594661478513,0.9983573719626884,0.0037627104841753134,0.37627104841753134,True,0.0027399972478382995,0.005016326073251437,1000_resample_paired_episode_delta_ci,paired_delta,True,True,official_code_participating_adapted_same_query,True,True,True,True,True,False,data/runs/mad_etd_external_peer_multiagent_v10/paper_ready_cfids_same_query_table.csv,5cb86b564445fc2622b7ddbf47a9ba31e7cd6f60e37121e5f5b2e2415d2483db,False,official_code_participating_local_adapted_context,adapted_same_query_positive,False
ZTA-FL,10.1109/SATC69565.2026.11542411,peer_reviewed,Edge-IIoTset_binary_benign_vs_malicious,macro_f1,0.7599762311596887,0.9043006310430965,0.14432439988340784,14.432439988340784,True,0.02586119445202395,0.3359390434628645,1000_resample_paired_source_group_delta_ci,paired_delta,True,True,official_code_participating_adapted_same_query,True,True,True,True,True,False,data/runs/mad_etd_external_peer_multiagent_v11/paper_ready_ztafl_same_query_table.csv,edc39fbe8f72bb7e49370dd8ec9db51fa9c6c3ef7721781631433d89275d8fed,False,official_code_participating_local_adapted_context,adapted_same_query_positive,False
MARL-NIDS,10.1109/NOMS59830.2024.10575541,peer_reviewed,CICIDS2017 15-label weighted classification,weighted_f1,0.99,0.9972882769020581,0.007288276902058133,0.7288276902058133,True,0.9971030655235764,0.997476330908275,local_metric_bootstrap_ci_vs_fixed_paper_scalar,mad_etd_local_metric_only,True,False,paper_reported_cross_protocol,False,False,False,False,False,False,data/runs/mad_etd_five_system_positive_evidence_w236_w240/unified_metric_matrix_w237.csv,f425a221f3dc622f0eb14f881ab031035374d11815c0c6ea2715303e25e8eb4d,False,paper_reported_cross_protocol_context,cross_protocol_numeric_reference,False
MA-IDS,arXiv:2604.05458,verifiable_preprint,NF-BoT-IoT,macro_f1,0.8975,0.9627557537612672,0.06525575376126724,6.525575376126724,True,0.9601588417689089,0.9654331292599395,local_metric_bootstrap_ci_vs_fixed_paper_scalar,mad_etd_local_metric_only,True,False,paper_reported_cross_protocol,False,False,False,False,False,False,data/runs/mad_etd_five_system_positive_evidence_w236_w240/unified_metric_matrix_w237.csv,f425a221f3dc622f0eb14f881ab031035374d11815c0c6ea2715303e25e8eb4d,False,paper_reported_cross_protocol_context,cross_protocol_numeric_reference,False
MAS-LSTM,10.3390/pr13030753,peer_reviewed,NF-ToN-IoT-v2 binary classification,accuracy,0.9522,0.9590929192668665,0.006892919266866415,0.6892919266866415,True,0.9571759373003784,0.9610584246474375,local_metric_bootstrap_ci_vs_fixed_paper_scalar,mad_etd_local_metric_only,True,False,paper_reported_cross_protocol,False,False,False,False,False,False,data/runs/mad_etd_five_system_positive_evidence_w236_w240/unified_metric_matrix_w237.csv,f425a221f3dc622f0eb14f881ab031035374d11815c0c6ea2715303e25e8eb4d,False,paper_reported_cross_protocol_context,cross_protocol_numeric_reference,False
