mode,accuracy,macro_f1,weighted_f1,macro_precision,malicious_recall,coverage,selective_error,avg_evidence_calls
temporal_strongest_single,0.9027,0.9018195085161284,0.9018195085161284,0.9176832851716605,0.9974,1.0,0.09730000000000005,1.0
static_stats_temporal_full_call,0.916,0.9154369317361812,0.9154369317361812,0.9273830219793225,0.9976,1.0,0.08399999999999996,2.0
v6_fixed_competence_rule,0.9298,0.9295148905516859,0.929514890551686,0.9368684618131835,0.9934,1.0,0.07020000000000004,1.0487
v6_1_group_robust_meta_policy,0.9333,0.9330178706011507,0.9330178706011506,0.9407253584684915,0.9982,1.0,0.06669999999999998,1.0487
