iteration,sample_bootstrap_macro_f1_delta,grouped_bootstrap_macro_f1_delta
0,0.0031280596167897468,0.0
1,0.006075519771657434,0.0
2,0.004572137069024262,0.00517254230015296
3,0.00557674056309565,0.00468464623834286
4,0.0037489925800407997,0.00918301835907731
5,0.0038440979454499313,0.0
6,0.005053260350958322,0.0
7,0.005393913687235741,0.004683160544658338
8,0.004665478611900031,0.0
9,0.0047508973262020415,0.0046830931788827135
10,0.0050568054702914145,0.0
11,0.004770322283677686,0.004738035629046289
12,0.0039589038299714385,0.009999737775865047
13,0.004141910431456619,0.004690722690967264
14,0.0048578616619043835,0.00470781038724799
15,0.004655395549047814,0.0
16,0.00414605296417403,0.0
17,0.004470992203371993,0.0
18,0.0033550157338213538,0.004784048842187416
19,0.005264864263875735,0.004810115725980224
20,0.004449492807981792,0.005172698940430487
21,0.005469294084696208,0.0
22,0.005057468968301393,0.0047380165139512265
23,0.005050926272997636,0.00937122452058281
24,0.00445927016404557,0.009387704541680142
25,0.0047509337286656406,0.0
26,0.00536210733294018,0.0
27,0.005061499536827108,0.009712793889742666
28,0.0037440536212312026,0.00505924754966558
29,0.00504185596693818,0.011705184153755654
30,0.003943606812156775,0.004682533024166657
31,0.004278629495884756,0.009510078302132241
32,0.004965619170915536,0.004762124896908193
33,0.005370298312073807,0.004763313196859076
34,0.004650376593125616,0.0048007604464644915
35,0.0045521004411857025,0.0
36,0.005452404953855239,0.012199689783442658
37,0.0047527214479691215,0.009285773380171003
38,0.005058087416088597,0.004691599443866212
39,0.004160000859955493,0.0
40,0.0050843222630991836,0.005525430608131376
41,0.0034480076471825605,0.0
42,0.004770925376366142,0.005364538926024953
43,0.0037486448377267445,0.014671178662866824
44,0.004457677916528624,0.018890814946273204
45,0.003033593699175441,0.0072199060885755895
46,0.004866668862398726,0.004640966137126945
47,0.004148148772575411,0.011174617176840207
48,0.0046835013549992865,0.0
49,0.006272586396409263,0.016105646473426827
50,0.005650843423502416,0.004673826479903775
51,0.005661384992194485,0.009387384499188633
52,0.003950700745262825,0.0
53,0.00435837524290883,0.0
54,0.005253558508058975,0.0
55,0.006280104612502946,0.010091984053957281
56,0.0061759870774165115,0.0
57,0.004257223142247968,0.01964588415085944
58,0.005253076485624231,0.00469741346868735
59,0.004348284872413899,0.0
60,0.005154305445965068,0.0
61,0.004871703354363044,0.011096503913575528
62,0.005670213120228085,0.005239836138489884
63,0.005051080472663005,0.0
64,0.004853919290617403,0.0
65,0.00447792308365158,0.009408637015697496
66,0.004759935521123415,0.0
67,0.004444926190537712,0.004721747252955821
68,0.004166382729024143,0.0
69,0.0044582338276013544,0.004474280323803592
70,0.0038483886578918325,0.004929133291123988
71,0.005567391231054097,0.004787164474539529
72,0.00404340489452637,0.004708511761142842
73,0.004758871241846929,0.004756051359360525
74,0.005572867273865967,0.0
75,0.00464952435197985,0.004681457302644354
76,0.004263953015654964,0.0053520355794564045
77,0.005290933665623054,0.00844141611303384
78,0.0038488999366235177,0.0
79,0.004539444628660627,0.014180560771661632
80,0.004463679910948315,0.014180013724684803
81,0.004859924400326676,0.005607933050488123
82,0.005059828167900404,0.009396083840279679
83,0.00455334382089978,0.0
84,0.0053529312232381,0.00468485681918529
85,0.006271440215840252,0.004758961367570702
86,0.004877162604222884,0.0
87,0.005256560120929121,0.004635256822691836
88,0.004759973791083061,0.0
89,0.005264603559756553,0.0
90,0.004651185805040203,0.004967744908767613
91,0.004442458212134959,0.0047592654137240675
92,0.004855922820504288,0.004861239334991052
93,0.005647438595089649,0.0
94,0.0052699289945885575,0.004681589942024167
95,0.00467748886818542,0.005349890353492537
96,0.004744521694994508,0.0
97,0.005168575074930404,0.0
98,0.00556723188319197,0.018746745100335915
99,0.0035394260408225797,0.0
100,0.005156215937221376,0.0
101,0.004673323161051068,0.0
102,0.004266550778333156,0.0048894938876544725
103,0.004348164892839623,0.004779141505484086
104,0.0037630579870957526,0.013905709712235592
105,0.00456927965805054,0.004709614069705381
106,0.005047266449020205,0.00457981649827599
107,0.0038396728936571645,0.009379834796438224
108,0.004240840445564831,0.004682512189907229
109,0.005057757046383671,0.01422135683222836
110,0.0043722690628293925,0.0
111,0.0061552913671509835,0.005106133939112412
112,0.004543284419989746,0.0047262760743653764
113,0.002934811579834884,0.0
114,0.005731894595159659,0.009410875342063307
115,0.0038632405370346845,0.0
116,0.004035325128467493,0.004701371433082024
117,0.004063929245484821,0.004719756079374138
118,0.0038417229723216595,0.0
119,0.004750885661965132,0.00468342507230024
120,0.0040371103686208665,0.0
121,0.004960378301184898,0.004966672162919572
122,0.0031440976704594226,0.004779767501735366
123,0.004761946557730101,0.004685759180925064
124,0.005361190657325654,0.004731666705076187
125,0.0044749749888282064,0.009568234397049125
126,0.0045475473547234024,0.0
127,0.0060579063445229675,0.010647336946824626
128,0.00586335830179896,0.015205051231014566
129,0.004049699291600262,0.004855914882443635
130,0.0034504480991383035,0.0
131,0.005155327940782661,0.0
132,0.0042633785714637495,0.005607601061888179
133,0.004755272819583323,0.0
134,0.004448180499795562,0.014241596997874972
135,0.0037432562942041336,0.01422045443009845
136,0.004356699321783508,0.004803141242789355
137,0.003927483670533638,0.004712561013838545
138,0.002935488565533606,0.010662987837705584
139,0.004057878280095406,0.01447578050548981
140,0.004643866221103132,0.009716661103907343
141,0.005163257261485921,0.005423342549011445
142,0.004557599015033387,0.005184225805797138
143,0.004460133329465155,0.0
144,0.005060706682221472,0.004636185835969586
145,0.004550920658015656,0.014193119936220189
146,0.005089777675803209,0.005047316857275996
147,0.005567646960745076,0.0
148,0.004558375800173486,0.0
149,0.0046664848835312744,0.0
150,0.005066680687280223,0.004684496289474649
151,0.0042570066151990105,0.009399937651790924
152,0.004263887949384593,0.0050095173020225925
153,0.00486712800935174,0.0
154,0.004747585644259811,0.0
155,0.004968890175759633,0.010061519901848781
156,0.0036646672313458417,0.0
157,0.004948818053781334,0.0048632683027431955
158,0.004458172493831736,0.009536226717871576
159,0.004868836360669482,0.0
160,0.003938870269414307,0.009282539373808518
161,0.004155733266856698,0.004699948724094405
162,0.004665800576753254,0.006422234630517609
163,0.0038566060969232874,0.004861525548725543
164,0.005965920876726094,0.0
165,0.003645162560661497,0.004780942093817853
166,0.0038561188387560286,0.004726465039671446
167,0.004890435206492572,0.005354125298291601
168,0.004048082374143558,0.008442168727557098
169,0.00365889317599144,0.0
170,0.004640220873825651,0.0047323036012247854
171,0.003750620280303818,0.0
172,0.008098387660248063,0.005760893483668594
173,0.006065422277110044,0.0
174,0.0037602239754521705,0.0
175,0.005363059092222788,0.023835683775885297
176,0.00453817440367954,0.00927878558419204
177,0.0036463471418413107,0.0
178,0.004341553112176433,0.0
179,0.004041809431797216,0.004754706859443236
180,0.003643194698098151,0.0047868318925116116
181,0.004670575288069356,0.004883932437633964
182,0.004648251857604979,0.0
183,0.006043879223444848,0.012238251140503142
184,0.005364568325268326,0.0
185,0.0046607511360322595,0.0
186,0.003950651572650621,0.005028131922461876
187,0.005258826371152714,0.005721633958753802
188,0.006078386511860323,0.00954014335524922
189,0.0046735174682684955,0.01536201892860567
190,0.004134938692549106,0.018639414066967674
191,0.005372780885870232,0.009573642063890553
192,0.004665847090455366,0.004682831376102925
193,0.00526032711340263,0.0
194,0.00515635594708741,0.0060706817695821425
195,0.0037413620411290704,0.0
196,0.004945019961052455,0.0
197,0.004552884497601273,0.009526809833009242
198,0.004061272748742573,0.009509751388345977
199,0.004969461317762658,0.005364749144927794
200,0.005357412866028977,0.0
201,0.005791539042728999,0.004976923139135003
202,0.005368803348746676,0.004889964777108902
203,0.004764046319086335,0.0
204,0.003962730909105483,0.00483556262643936
205,0.005279640932089991,0.0
206,0.0049548879610112895,0.004681351455014027
