candidate_id,entrypoint_path,smoke_status,native_smoke_run_attempted,faithful_same_split_completed,smoke_run_completed_not_fair_comparison,training_started,evaluation_output_present,exit_code,accuracy,macro_f1,weighted_f1,malicious_recall,fake_metric,reason
continual_federated_ids,Experiments/Multi-Agent/exp_cnn_distributed2017.py,native_smoke_attempted_dependency_or_runtime_blocked,True,False,False,False,False,1,,,,,False,packet_vector_format_required;hardcoded_external_data_paths;external_repo_internal_split_incompatible_with_frozen_split;missing_runtime_dependencies
