mode,accuracy,macro_f1,weighted_f1,macro_precision,malicious_recall,coverage,selective_error,avg_evidence_calls
temporal_strongest_single,0.9256,0.9252123005661348,0.9252123005661349,0.9346121168551075,0.9976,1.0,0.07440000000000002,1.0
static_stats_temporal_full_call,0.9289,0.9285955248917357,0.9285955248917357,0.9363424132842448,0.9942,1.0,0.07110000000000005,2.0
v6_fixed_competence_rule,0.8804,0.8788363884393543,0.8788363884393544,0.9011049746127122,0.994,1.0,0.11960000000000004,1.0941
v6_1_group_robust_meta_policy,0.9256,0.9252123005661348,0.9252123005661349,0.9346121168551075,0.9976,1.0,0.07440000000000002,1.0941
