mode,related_work_key,comparison_role,description,reproduces_external_paper,external_numeric_result,numeric_result_type,source_mode,classification_metric_source_mode,risk_ordered_robustness_source_mode,field_audit_enforced,policy_guard_enforced,fusion_owner,llm_or_memory_enters_fusion,automatic_training,online_learning_disabled,dynamic_routing,llm_based,rag_or_memory,sample_count,eligible_count,availability_rate,macro_f1,selective_macro_f1,coverage,selective_error,macro_f1_delta_vs_runtime_safe_v3_0,verdict_agreement_with_runtime_safe_v3_0,ood_agreement_with_runtime_safe_v3_0,average_evidence_agent_calls,average_control_plane_calls,average_total_agent_calls,average_agent_calls,average_unsupported_agent_calls,p50_latency_ms,p95_latency_ms,latency_kind,audit_completion_rate,blocked_field_violation_count,fusion_ownership_violation_count,ood_override_count,illegal_verdict_execution_count
ma_ids_style_rag_planner,ma_ids_2026,same_data_architecture_adapter,RAG/experience-library planner topology adapted to MAD-ETD's safe state summary; memory remains advisory-only.,False,False,same_split_adapted_diagnostic_not_original_reproduction,runtime_safe_v3_0,runtime_safe_v3_0,runtime_safe_v3_0,True,True,FusionAgent,False,False,True,True,True,True,6000,6000,1.0,0.3699043611657198,1.0,0.23366666666666666,0.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,37.225299998681294,42.08920000019134,measured_evidence_runtime_only_control_plane_not_measured,1.0,0,0,0,0
marl_budget_router,marl_nids_2024,same_data_architecture_adapter,Budget-aware MARL-style routing surrogate constrained to the existing safe action set; no RL policy is trained on acceptance data.,False,False,same_split_adapted_diagnostic_not_original_reproduction,runtime_safe_v3_0,runtime_safe_v3_0,runtime_safe_v3_0,True,True,FusionAgent,False,False,True,True,False,False,6000,6000,1.0,0.3699043611657198,1.0,0.23366666666666666,0.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,37.225299998681294,42.08920000019134,measured_evidence_runtime_only_control_plane_not_measured,1.0,0,0,0,0
adaptive_online_ensemble,adaptive_online_ids_2024,same_data_architecture_adapter,Adaptive/online ensemble topology with automatic learning disabled; all verdict-stage evidence agents are called under strict FieldAudit.,False,False,same_split_adapted_diagnostic_not_original_reproduction,static_multi_agent_ensemble,static_multi_agent_ensemble,static_multi_agent_ensemble,True,True,FusionAgent,False,False,True,False,False,False,6000,6000,1.0,0.3699043611657198,1.0,0.23366666666666666,0.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,37.18480000316049,42.18630000104895,measured_evidence_runtime_only_control_plane_not_measured,1.0,0,0,0,0
llm_collaborative_planner,low_altitude_agentic_ids_2026,same_data_architecture_adapter,LLM-collaborative planner topology constrained by PolicyGuard; LLM advice cannot emit or execute verdicts.,False,False,same_split_adapted_diagnostic_not_original_reproduction,runtime_safe_v3_0,runtime_safe_v3_0,runtime_safe_v3_0,True,True,FusionAgent,False,False,True,True,True,False,6000,6000,1.0,0.3699043611657198,1.0,0.23366666666666666,0.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,37.225299998681294,42.08920000019134,measured_evidence_runtime_only_control_plane_not_measured,1.0,0,0,0,0
