heldout_group,model_id,artifact,artifact_hash,training_seconds,training_seed
benign:BitTorrent,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_BitTorrent__stats_hgb.joblib,8446e41acc4b0bdddacee3681bdff079533578f23bd3eb3348c6316ad95b439a,18.723521800000526,50
benign:BitTorrent,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_BitTorrent__stats_extra_trees.joblib,30079b68d6ff24181fe6ab7290eeb870b7c0cfeccf4874152d33be2c85da806c,0.7995424000000639,50
benign:BitTorrent,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_BitTorrent__temporal_hgb.joblib,58321fa5d9aa3431d582c9c75657673fa978f01ad109b8e841ed5a9aef0f25bb,9.446309000000838,50
benign:FTP,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_FTP__stats_hgb.joblib,5c36b47ab4b03554add81160f43e73d254549f904a581c89b7a51a4216a84c90,11.531864799999312,50
benign:FTP,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_FTP__stats_extra_trees.joblib,ae331e327f81e936d2155cb0f3f71aa431590af8aa18e9fbc71008be264378ec,0.6448208999991039,50
benign:FTP,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_FTP__temporal_hgb.joblib,9e8c466a101f7b1cc81fda24042cb971dc27aae45f16b0131fb1b5e116da739a,9.487870599999951,50
benign:Facetime,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_Facetime__stats_hgb.joblib,8dd6465ed89b7fbcbbb2286d6baf80750335d018082994193da62a49ab8d3dbf,10.423383100000137,50
benign:Facetime,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_Facetime__stats_extra_trees.joblib,b61d889196df30e06a2d737bd435c5c452df65c08ba32f6b19d894c0eea64c7d,0.5241370000003371,50
benign:Facetime,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_Facetime__temporal_hgb.joblib,2cda557a99fdf055aba9bde07ed9e5c83ab7acee5990a22bb5b1ec15f51be858,8.268415799999275,50
benign:Gmail,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_50/ustc_multiseed/seed_50/hybrid/model_artifacts/benign_Gmail__stats_hgb.joblib,39767a6ca74f4946177a7e2069b2c750f7a2b1372faa61feff90f8babbff8a06,2.5526883999991696,50
