heldout_group,model_id,artifact,artifact_hash,training_seconds,training_seed
benign:BitTorrent,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_BitTorrent__stats_hgb.joblib,a7644ab7f7fd36fd7be24b8bb7b2669793b99cecb70a994a17dd2b209aa1e589,11.038969799999904,42
benign:BitTorrent,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_BitTorrent__stats_extra_trees.joblib,a051379eca6c6ad2a4fd6d29b321bb751e0ab65767c14f42a4ea875b20c33410,0.567284099999597,42
benign:BitTorrent,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_BitTorrent__temporal_hgb.joblib,c1b858f9079b696ec603a660d5fee108cf15e3c5229023b2a82ac6fd4de4b0be,4.063304799999969,42
benign:FTP,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_FTP__stats_hgb.joblib,a67fc8b8c9278bf36c5443dadefa0404e4b072449b646cb8369a7e3ac968d2cb,3.533399500000087,42
benign:FTP,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_FTP__stats_extra_trees.joblib,2a961996ced308fcbead6f791dd03f4db056fd0afd91198286dbebb11fae4737,0.540692399999898,42
benign:FTP,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_FTP__temporal_hgb.joblib,d61eb36ec95515cc0d5b50aa48a48610f108e8522f7a01e60f04072f99f04346,2.667294700000639,42
benign:Facetime,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Facetime__stats_hgb.joblib,1015bff5f6a5af51411c585043737cd62d0be0862f3370ab6a8aa46b48e01cfc,4.198155300000508,42
benign:Facetime,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Facetime__stats_extra_trees.joblib,4fe338f9d03251bed8753bd6bf96a45dd6f3001e53aea10dd9fd38c052b39a32,0.5506953000003705,42
benign:Facetime,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Facetime__temporal_hgb.joblib,5ab848cf43eca39601c29bef70b2b4889df91fb6801b819c4ef74e0accd50bc0,3.4563487000013993,42
benign:Gmail,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Gmail__stats_hgb.joblib,1e605c9cb2a966eddaeaf246e23d5e66587c75bcf6394cf5e7be38757b6a22bf,4.208734699999695,42
benign:Gmail,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Gmail__stats_extra_trees.joblib,8934a371b98cdb78178fcf231962a3cd5b0e7dea6cf2abb8ff38bb3ad1284eea,0.562835200000336,42
benign:Gmail,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Gmail__temporal_hgb.joblib,77395fdb0d7a73d64f427e72753ecacc041cea2a447a9cfd5ebead6fa01b2edc,3.3218635999983235,42
benign:MySQL,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_internal/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_MySQL__stats_hgb.joblib,1b0423ed349abefdc3b5fcf0ec9370194b7f877d84d5b5c206f3f1193ca9296c,3.5430553999995027,42
