seed,iterations,mean,median,ci95_lower,ci95_upper,positive_probability
42,10000,0.04801858519999356,0.04658526563393206,0.004927133602732431,0.1275072471939901,0.9995
43,10000,0.04783706936571232,0.04633387740453632,0.004926008492413145,0.12787911688367498,0.9994
44,10000,0.04774243876795589,0.04625838795870191,0.004867450258731388,0.12713972007357752,0.9997
