mode,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,malicious_recall,ece,brier_score,coverage,selective_error,source_mode
factorial_hgb_plus_temporal,0.9272,0.9353108200264376,0.9272,0.9268593060764105,0.9268593060764105,0.99545,0.09598340456739171,0.08527562500133334,1.0,0.07279999999999998,
factorial_tree_plus_temporal,0.944075,0.9489448041811721,0.944075,0.9439229298858309,0.9439229298858308,0.99615,0.08425162323408524,0.06517804649990044,1.0,0.055925,
fixed_weight_ensemble,0.88935,0.9050537769618374,0.8893500000000001,0.8882670391711298,0.8882670391711297,0.9878,0.0890446085366008,0.07300055505216194,1.0,0.11065000000000003,
full_mad_etd_fusion,0.92705,0.9345529742716554,0.9270499999999999,0.9267337469513781,0.9267337469513782,0.99275,0.0699132719080113,0.06731162559422375,1.0,0.07294999999999996,
reliability_only_fusion,0.9441,0.948768992599,0.9440999999999999,0.9439542249390664,0.9439542249390664,0.9951,0.08721518741274928,0.06494909092282258,1.0,0.05589999999999995,
reliability_plus_ood_fusion,0.9441,0.948768992599,0.9440999999999999,0.9439542249390664,0.9439542249390664,0.9951,0.08721518741274928,0.06494909092282258,1.0,0.05589999999999995,
simple_probability_average,0.94415,0.9490348208078095,0.94415,0.9439976948709191,0.9439976948709191,0.9963,0.08619643159102544,0.06515398628858002,1.0,0.055849999999999955,
stats_hgb_only,0.8636,0.8830615008400171,0.8635999999999999,0.8618452565384188,0.8618452565384188,0.9763,0.13341442839306417,0.1338559014261402,1.0,0.13639999999999997,
stats_tree_only,0.8615,0.8767672455253314,0.8614999999999999,0.860082577393889,0.860082577393889,0.96215,0.09837911552105842,0.09612231217867982,1.0,0.13849999999999996,
strongest_single_agent,0.9289,0.9370066659360466,0.9289000000000001,0.9285687296262017,0.9285687296262018,0.997,0.07280121422338888,0.0710701900033616,1.0,0.07110000000000005,temporal_only
temporal_only,0.9289,0.9370066659360466,0.9289000000000001,0.9285687296262017,0.9285687296262018,0.997,0.07280121422338888,0.0710701900033616,1.0,0.07110000000000005,
validation_selected_single_agent,0.922825,0.9282596242678,0.922825,0.9225793826559852,0.9225793826559849,0.97915,0.05796634027448724,0.04960361881879841,1.0,0.077175,
