mode,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,malicious_recall,ece,brier_score,coverage,selective_error,source_mode
factorial_hgb_plus_temporal,0.896475,0.911218593990186,0.8964749999999999,0.8955386760039652,0.8955386760039652,0.99115,0.10287268181011427,0.0905518179558342,1.0,0.10352499999999998,
factorial_tree_plus_temporal,0.942825,0.9467854052418161,0.942825,0.9426980156151803,0.9426980156151803,0.9899,0.0810743651260949,0.06584246788818728,1.0,0.057174999999999976,
fixed_weight_ensemble,0.8849,0.8978179607336618,0.8849,0.8839579696370936,0.8839579696370936,0.975,0.08614790045825654,0.07312905260348668,1.0,0.11509999999999998,
full_mad_etd_fusion,0.926425,0.9333319043059769,0.926425,0.926130647945191,0.9261306479451911,0.98955,0.06554149189688639,0.06823615381790513,1.0,0.07357499999999995,
reliability_only_fusion,0.9432,0.9469998744124,0.9432,0.9430790309874448,0.9430790309874448,0.9893,0.08051972060096026,0.06621800533044697,1.0,0.05679999999999996,
reliability_plus_ood_fusion,0.9432,0.9469998744124,0.9432,0.9430790309874448,0.9430790309874448,0.9893,0.08051972060096026,0.06621800533044697,1.0,0.05679999999999996,
simple_probability_average,0.943725,0.9476172840697084,0.9437249999999999,0.9436023977812642,0.9436023977812642,0.99035,0.08076734346817144,0.06624294666532143,1.0,0.056274999999999964,
stats_hgb_only,0.849775,0.8713144785462199,0.849775,0.8475643506798702,0.8475643506798702,0.9702,0.1495015770958532,0.14706949957751836,1.0,0.15022500000000005,
stats_tree_only,0.869425,0.8876363749401491,0.869425,0.8678731515850282,0.8678731515850282,0.9778,0.09463546902213996,0.09301887633937954,1.0,0.130575,
strongest_single_agent,0.9256,0.9329736494943003,0.9256,0.9252818829467635,0.9252818829467636,0.99085,0.07384100096236797,0.07423766514990701,1.0,0.07440000000000002,temporal_only
temporal_only,0.9256,0.9329736494943003,0.9256,0.9252818829467635,0.9252818829467636,0.99085,0.07384100096236797,0.07423766514990701,1.0,0.07440000000000002,
validation_selected_single_agent,0.929025,0.932516717189497,0.929025,0.9288814646159194,0.9288814646159194,0.97395,0.05416213211041849,0.04768166202827542,1.0,0.07097500000000001,
