schema_version,candidate,candidate_type,warning_percentile,hard_percentile,warning_threshold,hard_threshold,macro_f1,coverage,minimum_class_coverage,selective_error_rate,benign_false_positive_rate,ood_auroc,feasible
2.0,stats_only,rule,0.975,0.999,0.9986106930326255,0.9990969504712066,0.9771681763698294,0.7844350251327545,0.7667519660265449,0.022766990876330283,0.024608811542197368,0.5425488759773704,True
2.0,max,rule,0.95,0.99,0.9986106930326255,0.9990737953550837,0.9771679290293336,0.784425570805036,0.7667519660265449,0.022767265276606004,0.024608811542197368,0.5160033865737381,True
2.0,max,rule,0.95,0.995,0.9986106930326255,0.9990737953550837,0.9771679290293336,0.784425570805036,0.7667519660265449,0.022767265276606004,0.024608811542197368,0.5160033865737381,True
2.0,max,rule,0.95,0.999,0.9986106930326255,0.9990969504712066,0.9771679290293336,0.784425570805036,0.7667519660265449,0.022767265276606004,0.024608811542197368,0.5160033865737381,True
2.0,max,rule,0.975,0.99,0.9986106930326255,0.9990737953550837,0.9771679290293336,0.784425570805036,0.7667519660265449,0.022767265276606004,0.024608811542197368,0.5160033865737381,True
2.0,max,rule,0.975,0.995,0.9986106930326255,0.9990737953550837,0.9771679290293336,0.784425570805036,0.7667519660265449,0.022767265276606004,0.024608811542197368,0.5160033865737381,True
2.0,max,rule,0.975,0.999,0.9986106930326255,0.9990969504712066,0.9771679290293336,0.784425570805036,0.7667519660265449,0.022767265276606004,0.024608811542197368,0.5160033865737381,True
2.0,logistic_regression,logistic_regression,0.99,0.995,0.718852917795021,0.7466466976709876,0.9769332229088237,0.7532987725131178,0.7248982700257189,0.022961264762606,0.023427743482343676,0.6560576829646508,True
2.0,logistic_regression,logistic_regression,0.99,0.999,0.718852917795021,0.7811399942825564,0.9769332229088237,0.7532987725131178,0.7248982700257189,0.022961264762606,0.023427743482343676,0.6560576829646508,True
2.0,logistic_regression,logistic_regression,0.975,0.99,0.6770664500610305,0.718852917795021,0.9766624320024763,0.7445708523076439,0.7134845057423788,0.0232177208921395,0.023408381710870667,0.6560576829646508,True
2.0,logistic_regression,logistic_regression,0.975,0.995,0.6770664500610305,0.7466466976709876,0.9766624320024763,0.7445708523076439,0.7134845057423788,0.0232177208921395,0.023408381710870667,0.6560576829646508,True
2.0,logistic_regression,logistic_regression,0.975,0.999,0.6770664500610305,0.7811399942825564,0.9766624320024763,0.7445708523076439,0.7134845057423788,0.0232177208921395,0.023408381710870667,0.6560576829646508,True
2.0,logistic_regression,logistic_regression,0.95,0.99,0.6435004872405236,0.718852917795021,0.976904734487906,0.7351149488678442,0.6954264268818835,0.02293548483900147,0.022569371613706844,0.6560576829646508,True
2.0,logistic_regression,logistic_regression,0.95,0.995,0.6435004872405236,0.7466466976709876,0.976904734487906,0.7351149488678442,0.6954264268818835,0.02293548483900147,0.022569371613706844,0.6560576829646508,True
2.0,logistic_regression,logistic_regression,0.95,0.999,0.6435004872405236,0.7811399942825564,0.976904734487906,0.7351149488678442,0.6954264268818835,0.02293548483900147,0.022569371613706844,0.6560576829646508,True
