schema_version,strategy,category,sample_count,benign_rate,malicious_rate,suspicious_rate,unknown_rate,alert_rate,average_risk_score,average_agent_calls
1.0,stats_gate_only,Weather services,7873,0.0,0.04585291502603836,0.9352216435920234,0.01892544138193827,0.9810745586180617,0.9922883698706413,2.892544138193827
1.0,temporal_gate_only,Advertising,54173,0.027670610820888633,0.1984014176803943,0.7060159119856755,0.06791205951304155,0.9044173296660698,0.8957176611829292,2.9237812194266515
1.0,temporal_gate_only,Analytics & Telemetry,44194,0.040095940625424265,0.5319274109607639,0.323573335746934,0.10440331266687786,0.8555007467076978,0.8463648037977013,2.8751414219124767
1.0,temporal_gate_only,Antivirus,41044,0.015593022122600136,0.4705194425494591,0.43343728681415067,0.08045024851379008,0.9039567293636098,0.886446546631394,2.9278579085859078
1.0,temporal_gate_only,Authentication services,27690,0.023690863127482847,0.12332972192127122,0.8185265438786565,0.03445287107258938,0.9418562657999278,0.9346538029117988,2.959841097869267
1.0,temporal_gate_only,File sharing,34029,0.013047694613417968,0.21837256457727233,0.6615533809397867,0.10702635986952305,0.8799259455170589,0.86682511007211,2.9075788298216225
1.0,temporal_gate_only,Games,11282,0.021361460733912426,0.349760680730367,0.5452933876972168,0.08358447083850382,0.8950540684275837,0.8863202142436107,2.9277610352774333
1.0,temporal_gate_only,Information Systems,8034,0.042444610405775456,0.2296489917849141,0.6339307941249689,0.09397560368434155,0.863579785909883,0.8546614570099141,2.888722927557879
1.0,temporal_gate_only,Instant messaging,8121,0.007880802856791035,0.1684521610639084,0.74067233099372,0.0829947050855806,0.9091244920576284,0.913439690191893,2.9381849525920454
1.0,temporal_gate_only,Internet Banking,1758,0.02957906712172924,0.10466439135381114,0.7485779294653014,0.11717861205915814,0.8532423208191127,0.8613372025626109,2.8771331058020477
1.0,temporal_gate_only,Mail,20074,0.03183222078310252,0.1479027597887815,0.6901464581050114,0.1301185613231045,0.8380492178937929,0.8295995651142059,2.858224569094351
1.0,temporal_gate_only,Music,16846,0.028196604535201234,0.09385017214769084,0.785824528077882,0.09212869523922593,0.8796747002255728,0.8927519685715487,2.9172503858482726
1.0,temporal_gate_only,Notification services,9629,0.08360162010593,0.3459341572333576,0.49589780870287675,0.07456641395783571,0.8418319659362343,0.8309651287267746,2.8503479073631737
1.0,temporal_gate_only,Other services and APIs,61839,0.02299519720564692,0.24372968515014795,0.6317210821649768,0.10155403547922832,0.8754507673151247,0.8683648165716795,2.901712511521855
1.0,temporal_gate_only,Remote Desktop,1020,0.012745098039215686,0.1303921568627451,0.5901960784313726,0.26666666666666666,0.7205882352941176,0.7266837520200077,2.73921568627451
1.0,temporal_gate_only,Search,20578,0.02099329380892215,0.20745456312566818,0.608708329283701,0.16284381378170862,0.8161628924093692,0.8367350180472938,2.881086597336962
1.0,temporal_gate_only,Social,33848,0.037313873788702434,0.21948121011581187,0.6822855116993618,0.060919404396123845,0.9017667218151737,0.8954151003582462,2.908561805719688
1.0,temporal_gate_only,Software updates,20913,0.001338880122411897,0.273179362119256,0.6560512599818294,0.06943049777650265,0.9292306221010854,0.9176769039262443,2.989288959020705
1.0,temporal_gate_only,Streaming media,51529,0.023287857323060802,0.15732888276504492,0.6929107880999049,0.12647247181198937,0.8502396708649498,0.8507656737454362,2.879524151448699
1.0,temporal_gate_only,Videoconferencing,25370,0.019708316909735908,0.20078833267638943,0.6861647615293653,0.09333858888450926,0.8869530942057549,0.8685216240905516,2.906779661016949
1.0,temporal_gate_only,Virtual assistant,153,0.0,0.06535947712418301,0.9084967320261438,0.026143790849673203,0.9738562091503268,0.9715502212604356,2.9869281045751634
1.0,temporal_gate_only,Weather services,7873,0.015495998983868919,0.18010923409119775,0.6639146449892036,0.1404801219357297,0.8440238790804013,0.8271318631176615,2.892544138193827
