fold,seed,policy,target_budget,budget,budget_semantics,rows,second_calls,simulated_second_calls,effective_budget,mean_predicted_delta_acquired,C,D,C_D_reference,C_D_is_applicable,macro_f1,malicious_recall,false_positive_rate,tn,fp,fn,tp,corrected_C,introduced_D,C_minus_D,scope
2,42,first_temporal,2.0,2.0,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
2,42,first_stats,2.0,2.0,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
2,42,all_average,2.0,2.0,repeated_reference_panel,4000,4000,4000,2.0,-0.0013708889668891595,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
2,42,confidence_budget,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,-0.0013708889668891595,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
2,42,hashrandom_budget,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,-0.0013708889668891595,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
2,42,probability_only_gain,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,-0.0013708889668891595,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
2,42,post_first_temporal_gain,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,-0.002521852835410754,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
2,42,positive_gain_no_call,,,unbounded_positive_gain,4000,16,16,1.004,0.02532482218944191,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
2,42,post_first_temporal_positive_gain_no_call,,,unbounded_positive_gain,4000,3490,3490,1.8725,0.002783514612105953,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_temporal,1.0,1.0,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_stats,1.0,1.0,repeated_reference_panel,4000,0,0,1.0,0.0,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,all_average,1.0,1.0,repeated_reference_panel,4000,4000,4000,2.0,-0.014810714497435156,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,confidence_budget,1.0,1.0,matched_budget_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,hashrandom_budget,1.0,1.0,matched_budget_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,probability_only_gain,1.0,1.0,matched_budget_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,post_first_temporal_gain,1.0,1.0,matched_budget_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_temporal,1.1,1.1,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_stats,1.1,1.1,repeated_reference_panel,4000,0,0,1.0,0.0,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,all_average,1.1,1.1,repeated_reference_panel,4000,4000,4000,2.0,-0.014810714497435156,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,confidence_budget,1.1,1.1,matched_budget_panel,4000,400,400,1.1,-0.09653921642305346,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,hashrandom_budget,1.1,1.1,matched_budget_panel,4000,400,400,1.1,-0.01722148023633075,12,0,first_temporal,True,0.49078383394737285,0.9705,0.827,346,1654,59,1941,12,0,12,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,probability_only_gain,1.1,1.1,matched_budget_panel,4000,400,400,1.1,0.0002055950267462576,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,post_first_temporal_gain,1.1,1.1,matched_budget_panel,4000,400,400,1.1,0.012011753062914868,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_temporal,1.25,1.25,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_stats,1.25,1.25,repeated_reference_panel,4000,0,0,1.0,0.0,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,all_average,1.25,1.25,repeated_reference_panel,4000,4000,4000,2.0,-0.014810714497435156,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,confidence_budget,1.25,1.25,matched_budget_panel,4000,1000,1000,1.25,-0.04786096002666967,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,hashrandom_budget,1.25,1.25,matched_budget_panel,4000,1000,1000,1.25,-0.016076348355071948,23,0,first_temporal,True,0.49272634553442707,0.976,0.827,346,1654,48,1952,23,0,23,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,probability_only_gain,1.25,1.25,matched_budget_panel,4000,1000,1000,1.25,7.295608047251214e-05,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,post_first_temporal_gain,1.25,1.25,matched_budget_panel,4000,1000,1000,1.25,0.006522417081651565,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_temporal,1.5,1.5,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_stats,1.5,1.5,repeated_reference_panel,4000,0,0,1.0,0.0,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,all_average,1.5,1.5,repeated_reference_panel,4000,4000,4000,2.0,-0.014810714497435156,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,confidence_budget,1.5,1.5,matched_budget_panel,4000,2000,2000,1.5,-0.029605692700104717,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,hashrandom_budget,1.5,1.5,matched_budget_panel,4000,2000,2000,1.5,-0.015449229012647383,41,0,first_temporal,True,0.4959073906442327,0.985,0.827,346,1654,30,1970,41,0,41,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,probability_only_gain,1.5,1.5,matched_budget_panel,4000,2000,2000,1.5,2.8479680708300687e-05,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,post_first_temporal_gain,1.5,1.5,matched_budget_panel,4000,2000,2000,1.5,0.004626310370003871,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_temporal,2.0,2.0,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,first_stats,2.0,2.0,repeated_reference_panel,4000,0,0,1.0,0.0,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,all_average,2.0,2.0,repeated_reference_panel,4000,4000,4000,2.0,-0.014810714497435156,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,confidence_budget,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,-0.014810714497435156,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,hashrandom_budget,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,-0.014810714497435156,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,probability_only_gain,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,-0.014810714497435156,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,post_first_temporal_gain,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,-0.007329732739216412,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,positive_gain_no_call,,,unbounded_positive_gain,4000,1,1,1.00025,0.08841049429878696,0,0,first_temporal,True,0.48866583356250737,0.9645,0.827,346,1654,71,1929,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
3,42,post_first_temporal_positive_gain_no_call,,,unbounded_positive_gain,4000,2342,2342,1.5855000000000001,0.004067785911233075,70,0,first_temporal,True,0.5010397893634195,0.9995,0.827,346,1654,1,1999,70,0,70,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_temporal,1.0,1.0,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_stats,1.0,1.0,repeated_reference_panel,4000,0,0,1.0,0.0,1,23,first_temporal,True,0.9942498098843393,0.9885,0.0,2000,0,23,1977,1,23,-22,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,all_average,1.0,1.0,repeated_reference_panel,4000,4000,4000,2.0,3.4697885521601104e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,confidence_budget,1.0,1.0,matched_budget_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,hashrandom_budget,1.0,1.0,matched_budget_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,probability_only_gain,1.0,1.0,matched_budget_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,post_first_temporal_gain,1.0,1.0,matched_budget_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_temporal,1.1,1.1,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_stats,1.1,1.1,repeated_reference_panel,4000,0,0,1.0,0.0,1,23,first_temporal,True,0.9942498098843393,0.9885,0.0,2000,0,23,1977,1,23,-22,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,all_average,1.1,1.1,repeated_reference_panel,4000,4000,4000,2.0,3.4697885521601104e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,confidence_budget,1.1,1.1,matched_budget_panel,4000,400,400,1.1,9.872528895583918e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,hashrandom_budget,1.1,1.1,matched_budget_panel,4000,400,400,1.1,4.876057448055933e-05,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,probability_only_gain,1.1,1.1,matched_budget_panel,4000,400,400,1.1,0.00019361347433314503,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,post_first_temporal_gain,1.1,1.1,matched_budget_panel,4000,400,400,1.1,0.8273826394499777,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_temporal,1.25,1.25,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_stats,1.25,1.25,repeated_reference_panel,4000,0,0,1.0,0.0,1,23,first_temporal,True,0.9942498098843393,0.9885,0.0,2000,0,23,1977,1,23,-22,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,all_average,1.25,1.25,repeated_reference_panel,4000,4000,4000,2.0,3.4697885521601104e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,confidence_budget,1.25,1.25,matched_budget_panel,4000,1000,1000,1.25,5.803519790240545e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,hashrandom_budget,1.25,1.25,matched_budget_panel,4000,1000,1000,1.25,3.562131554139178e-05,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,probability_only_gain,1.25,1.25,matched_budget_panel,4000,1000,1000,1.25,9.64964200135142e-05,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,post_first_temporal_gain,1.25,1.25,matched_budget_panel,4000,1000,1000,1.25,0.3786130720509116,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_temporal,1.5,1.5,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_stats,1.5,1.5,repeated_reference_panel,4000,0,0,1.0,0.0,1,23,first_temporal,True,0.9942498098843393,0.9885,0.0,2000,0,23,1977,1,23,-22,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,all_average,1.5,1.5,repeated_reference_panel,4000,4000,4000,2.0,3.4697885521601104e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,confidence_budget,1.5,1.5,matched_budget_panel,4000,2000,2000,1.5,4.4682016579497497e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,hashrandom_budget,1.5,1.5,matched_budget_panel,4000,2000,2000,1.5,2.9872681319052023e-05,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,probability_only_gain,1.5,1.5,matched_budget_panel,4000,2000,2000,1.5,6.412406857363723e-05,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,post_first_temporal_gain,1.5,1.5,matched_budget_panel,4000,2000,2000,1.5,0.1895462208553146,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_temporal,2.0,2.0,repeated_reference_panel,4000,0,0,1.0,0.0,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,first_stats,2.0,2.0,repeated_reference_panel,4000,0,0,1.0,0.0,1,23,first_temporal,True,0.9942498098843393,0.9885,0.0,2000,0,23,1977,1,23,-22,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,all_average,2.0,2.0,repeated_reference_panel,4000,4000,4000,2.0,3.4697885521601104e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,confidence_budget,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,3.4697885521601104e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,hashrandom_budget,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,3.4697885521601104e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,probability_only_gain,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,3.4697885521601104e-05,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,post_first_temporal_gain,2.0,2.0,matched_budget_panel,4000,4000,4000,2.0,0.09052088051033592,1,0,first_temporal,True,1.0,1.0,0.0,2000,0,0,2000,1,0,1,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,positive_gain_no_call,,,unbounded_positive_gain,4000,3996,3996,1.999,4.419915149369163e-05,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
4,42,post_first_temporal_positive_gain_no_call,,,unbounded_positive_gain,4000,2154,2154,1.5385,0.17600657508714454,0,0,first_temporal,True,0.9997499999843751,0.9995,0.0,2000,0,1,1999,0,0,0,fivefold train-OOF fit to independent selection role; simulated second-call count; no evaluation or latency claim
