mode,accuracy,macro_f1,weighted_f1,macro_precision,malicious_recall,coverage,selective_error,avg_evidence_calls
temporal_strongest_single,0.9295,0.9291676368439812,0.9291676368439812,0.9377154818793944,0.998,1.0,0.07050000000000001,1.0
static_stats_temporal_full_call,0.9297,0.9293685797181827,0.9293685797181828,0.9379193074821321,0.9982,1.0,0.07030000000000003,2.0
v6_fixed_competence_rule,0.9296,0.9292729581585251,0.9292729581585248,0.9376956181533647,0.9976,1.0,0.07040000000000002,1.0485
v6_1_group_robust_meta_policy,0.9295,0.9291676368439812,0.9291676368439812,0.9377154818793944,0.998,1.0,0.07050000000000001,1.0485
