seed,sample_count,reference_agent,reference_accuracy,candidate_accuracy,accuracy_delta,reference_macro_f1,candidate_macro_f1,macro_f1_delta,attack_macro_recall_delta,ece_delta,worst_device_macro_f1_delta,grouped_ci95_lower,grouped_ci95_upper,acceptance_used_for_seed_selection
42,66000,general_full,0.9620909090909091,0.9873333333333333,0.025242424242424177,0.9614938856752022,0.9873217421511622,0.025827856475959976,0.027783333333333382,-0.03831629197706158,0.02531345391228934,0.02531345391228934,0.026360068047031948,False
43,66000,general_full,0.962469696969697,0.9836060606060606,0.02113636363636362,0.9618930210516617,0.9835948094090643,0.02170178835740255,0.023266666666666658,-0.043149893294839,0.023277965274722923,0.020132551361942363,0.023277965274722923,False
44,66000,general_full,0.9622727272727273,0.9850606060606061,0.0227878787878788,0.9616810045473275,0.9850403155842837,0.02335931103695621,0.025083333333333457,-0.03172117015384846,0.020561872676838622,0.020561872676838622,0.026144368465850776,False
