heldout_group,model_id,artifact,artifact_hash,training_seconds,training_seed
benign:BitTorrent,stats_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_BitTorrent__stats_hgb.joblib,a7644ab7f7fd36fd7be24b8bb7b2669793b99cecb70a994a17dd2b209aa1e589,14.885911899997154,42
benign:BitTorrent,stats_extra_trees,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_BitTorrent__stats_extra_trees.joblib,a73df605c560ad5cefb2cef129a162fe0226ab49b11cd17acbf9a9c13d8ffd89,0.6508147999993525,42
benign:BitTorrent,temporal_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_BitTorrent__temporal_hgb.joblib,c1b858f9079b696ec603a660d5fee108cf15e3c5229023b2a82ac6fd4de4b0be,3.702416500003892,42
benign:FTP,stats_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_FTP__stats_hgb.joblib,a67fc8b8c9278bf36c5443dadefa0404e4b072449b646cb8369a7e3ac968d2cb,2.7655822000015178,42
benign:FTP,stats_extra_trees,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_FTP__stats_extra_trees.joblib,f9dbf871423daf08ebbd6fefe180d538c343aed938bf092baab732329de417de,1.3482315000001108,42
benign:FTP,temporal_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_FTP__temporal_hgb.joblib,d61eb36ec95515cc0d5b50aa48a48610f108e8522f7a01e60f04072f99f04346,2.964621500002977,42
benign:Facetime,stats_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Facetime__stats_hgb.joblib,1015bff5f6a5af51411c585043737cd62d0be0862f3370ab6a8aa46b48e01cfc,1.4076666000037221,42
benign:Facetime,stats_extra_trees,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Facetime__stats_extra_trees.joblib,bb261b5a0a46b6b88a5010a9bb6fc7b4256927f66fe56ab28f04687ea4f3f30e,1.2892773999992642,42
benign:Facetime,temporal_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Facetime__temporal_hgb.joblib,5ab848cf43eca39601c29bef70b2b4889df91fb6801b819c4ef74e0accd50bc0,1.5618717999968794,42
benign:Gmail,stats_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Gmail__stats_hgb.joblib,1e605c9cb2a966eddaeaf246e23d5e66587c75bcf6394cf5e7be38757b6a22bf,3.2451929000017117,42
benign:Gmail,stats_extra_trees,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Gmail__stats_extra_trees.joblib,317d1acb4b1c457cac9882bdbfa5d8ab8e67485f4f0a85289ae242f0b5f71dd3,1.129038799997943,42
benign:Gmail,temporal_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Gmail__temporal_hgb.joblib,77395fdb0d7a73d64f427e72753ecacc041cea2a447a9cfd5ebead6fa01b2edc,1.3398136999967392,42
benign:MySQL,stats_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_MySQL__stats_hgb.joblib,1b0423ed349abefdc3b5fcf0ec9370194b7f877d84d5b5c206f3f1193ca9296c,1.2191706000012346,42
benign:MySQL,stats_extra_trees,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_MySQL__stats_extra_trees.joblib,ad9cf7ecdc544634571fb21742c1ce5683b467a91d44e4fd00acc74dc679a7e9,0.5559027999988757,42
benign:MySQL,temporal_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_MySQL__temporal_hgb.joblib,34ad877637daae10b3ad9025f70c947dd54ead61cb9da90ee066f6d64252f616,1.520687199998065,42
benign:Outlook,stats_hgb,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Outlook__stats_hgb.joblib,1b0423ed349abefdc3b5fcf0ec9370194b7f877d84d5b5c206f3f1193ca9296c,4.4065648000032525,42
benign:Outlook,stats_extra_trees,data/runs/mad_etd_thesis_final_evidence_v21/ustc_multiseed/seed_42/hybrid/model_artifacts/benign_Outlook__stats_extra_trees.joblib,0cd62bab4ab5e03fd286cbe19b0b1da372c776efdccd00a13be57924507d1eb1,0.6510493000023416,42
