analysis_status,cramers_v,cross_dataset_stability,dataset_name,decision_reason,feature_name,feature_rank_stability,final_feature_policy,group_stability,grouped_bootstrap_auc_high,grouped_bootstrap_auc_low,ks_statistic,label_association,missingness_leakage,mutation_invariance,permutation_importance,semantic_role,shap_importance,shortcut_risk,single_feature_auc,source_association,wasserstein_distance
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_avg_bulk_rate,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_avg_bytes_bulk,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_avg_packets_bulk,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_header_length,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_iat_max,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_iat_mean,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_iat_min,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_iat_std,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_iat_total,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_packet_length_max,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_packet_length_mean,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_packet_length_min,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_packet_length_std,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_packets_s,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_psh_flags,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.bwd_urg_flags,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.cwe_flag_count,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.down_up_ratio,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.ece_flag_count,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fin_flag_count,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.flow_bytes_s,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.flow_duration,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.flow_iat_max,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.flow_iat_mean,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.flow_iat_min,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.flow_iat_std,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.flow_packets_s,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_avg_bulk_rate,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_avg_bytes_bulk,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_avg_packets_bulk,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_header_length,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_iat_max,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_iat_mean,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_iat_min,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_iat_std,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_iat_total,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_packet_length_max,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_packet_length_mean,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_packet_length_min,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_packet_length_std,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_packets_s,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_psh_flags,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.fwd_urg_flags,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.idle_max,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
