analysis_status,cramers_v,cross_dataset_stability,dataset_name,decision_reason,feature_name,feature_rank_stability,final_feature_policy,group_stability,grouped_bootstrap_auc_high,grouped_bootstrap_auc_low,ks_statistic,label_association,missingness_leakage,mutation_invariance,permutation_importance,semantic_role,shap_importance,shortcut_risk,single_feature_auc,source_association,wasserstein_distance
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.idle_mean,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.idle_min,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.idle_std,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.init_win_bytes_backward,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.init_win_bytes_forward,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.max_packet_length,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.min_packet_length,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.min_seg_size_forward,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.packet_length_mean,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.packet_length_std,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.packet_length_variance,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.psh_flag_count,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.rst_flag_count,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.subflow_bwd_bytes,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.subflow_bwd_packets,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.subflow_fwd_bytes,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.subflow_fwd_packets,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.syn_flag_count,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.total_backward_packets,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.total_fwd_packets,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.total_length_of_bwd_packets,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.total_length_of_fwd_packets,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
inventory_only,not_available,not_available,CICIDS2017,Feature is currently native to a limited dataset/schema and requires scoped validation.,native.urg_flag_count,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,dataset_native_flow_feature,not_available,0.0,not_available,not_available,not_available
computed,not_available,not_available,HIKARI-2021,Feature is currently native to a limited dataset/schema and requires scoped validation.,stats.packet_length_variance,not_available,dataset_specific,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,flow_statistics,not_available,0.0,not_available,not_available,not_available
