analysis_status,cramers_v,cross_dataset_stability,dataset_name,decision_reason,feature_name,feature_rank_stability,final_feature_policy,group_stability,grouped_bootstrap_auc_high,grouped_bootstrap_auc_low,ks_statistic,label_association,missingness_leakage,mutation_invariance,permutation_importance,semantic_role,shap_importance,shortcut_risk,single_feature_auc,source_association,wasserstein_distance
computed,0.3243318802949219,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.iat_mean,not_available,shortcut_suspect,0.3383813306852036,0.627393435880108,0.5544932715252203,0.2932303794000822,0.29470896485760956,0.0,not_available,0.0047763252027542835,temporal_sequence,0.031629670417150035,0.6616186693147964,0.58422362233484,0.5649941266555891,0.3171615841512858
computed,0.37312780043151456,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.iat_std,not_available,shortcut_suspect,0.3383813306852036,0.6196712225469424,0.540955657986605,0.29067935899191893,0.4229438109949195,0.0,not_available,0.002380721088274207,temporal_sequence,0.01904509066262169,0.6645053659490376,0.5802458567319545,0.6645053659490376,0.2924099314742807
computed,0.5415326171255704,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.length_max,not_available,shortcut_suspect,0.3383813306852036,0.5483277190178828,0.5007071141652851,0.3277861480162535,0.5261461809366037,0.0,not_available,0.0016014567697690163,temporal_sequence,0.06195981545331064,0.7383840933255186,0.5024568552253116,0.7383840933255186,0.620687223301018
computed,0.4571533441515109,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.length_mean,not_available,shortcut_suspect,0.3383813306852036,0.6236571246382778,0.5423951888756356,0.3200531890608592,0.4021999494043884,0.0,not_available,-0.0007808428234256315,temporal_sequence,0.05464832405265422,0.6616186693147964,0.5827626352554445,0.6515886981334571,0.27556551752978936
computed,0.030103495296613526,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.length_min,not_available,shortcut_suspect,0.3383813306852036,0.6025079821347786,0.536500698998875,0.28859060402684567,0.14978759767674155,0.0,not_available,0.07115442926935248,temporal_sequence,0.062020725760242035,0.6616186693147964,0.5668972286901338,0.17212059042454708,0.46652784336219055
computed,0.45494617735717313,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.length_std,not_available,shortcut_suspect,0.3383813306852036,0.5583147614353149,0.5017823317708349,0.30992900515911065,0.4150839606217316,0.0,not_available,0.002400516880079051,temporal_sequence,0.06822471258985668,0.6616186693147964,0.524131968223531,0.5980971181523211,0.5500188069611636
computed,0.4021076075794445,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.length_sum,not_available,shortcut_suspect,0.3383813306852036,0.6123986409590486,0.5330670544237349,0.2667100397205862,0.3951039591160779,0.0,not_available,0.0063923395326984656,temporal_sequence,0.03430914578745606,0.6819511717652718,0.573243391316258,0.6819511717652718,0.25191218082649064
computed,0.2737586325942986,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.packet_count,not_available,shortcut_suspect,0.3383813306852036,0.6256412826276149,0.5492146656851047,0.2948511619412866,0.24081461289781525,0.0,not_available,0.009584412943138276,temporal_sequence,0.056103708287548314,0.6616186693147964,0.5855961512121628,0.44799614541401844,0.26192253446038777
computed,0.2737586325942986,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.sequence_length,not_available,shortcut_suspect,0.3383813306852036,0.619232811913991,0.5468400460398645,0.2948511619412866,0.22847768811213998,0.0,not_available,0.011200782929135001,temporal_sequence,0.05450660477844271,0.6616186693147964,0.5855961512121628,0.4498587342388869,0.26192253446038777
computed,0.0,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.short_flow_flag,not_available,shortcut_suspect,0.3383813306852036,0.5589301647779306,0.5277945076996863,0.08226042094690225,0.024467723620397397,0.0,not_available,-0.0023828510511766155,temporal_sequence,0.01659077017711923,0.6616186693147964,0.5411302104734512,0.0762290539562005,0.4059231923611753
computed,0.2896222306415363,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.signed_length_mean,not_available,shortcut_suspect,0.3383813306852036,0.5758238359689215,0.5052100183360705,0.15517280737798475,0.283467011891132,0.0,not_available,0.004782867536906532,temporal_sequence,0.027000015607821212,0.6616186693147964,0.5374064055152261,0.6061659733868141,0.33541174105974025
computed,0.5701306057928722,not_available,CICIDS2017,Source/group association or leave-one-group-out instability exceeds the pre-registered shortcut-risk boundary.,sequence.signed_length_std,not_available,shortcut_suspect,0.3383813306852036,0.5535574096700125,0.5006622520572076,0.30769186869378623,0.4580308097862793,0.0,not_available,0.0008167872448243907,temporal_sequence,0.06281708175094157,0.6662631155262189,0.5151777153814545,0.6662631155262189,0.544635074984877
