mode,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,malicious_recall,ece,brier_score,coverage,selective_error,source_mode
factorial_hgb_plus_temporal,0.925675,0.9333697232059917,0.925675,0.9253436084434232,0.9253436084434232,0.9923,0.09800514421095133,0.08729515720350388,1.0,0.07432499999999997,
factorial_tree_plus_temporal,0.941825,0.9457426600985221,0.941825,0.941696892586249,0.9416968925862491,0.9887,0.08404770048524995,0.06422256751699493,1.0,0.05817499999999998,
fixed_weight_ensemble,0.885975,0.9018154082084737,0.885975,0.8848400380439683,0.8848400380439682,0.98525,0.0901525157258217,0.07229857417013451,1.0,0.11402500000000004,
full_mad_etd_fusion,0.931475,0.9393103650450738,0.931475,0.9311680853326699,0.9311680853326699,0.99825,0.06578765812516521,0.0641725457851574,1.0,0.06852499999999995,
reliability_only_fusion,0.9439,0.9486504953919126,0.9439,0.9437511034052016,0.9437511034052015,0.99535,0.08337236817683184,0.06394441042081718,1.0,0.05610000000000004,
reliability_plus_ood_fusion,0.9439,0.9486504953919126,0.9439,0.9437511034052016,0.9437511034052015,0.99535,0.08337236817683184,0.06394441042081718,1.0,0.05610000000000004,
simple_probability_average,0.941075,0.9452688548765984,0.941075,0.9409359232581829,0.9409359232581828,0.9896,0.08373235817159755,0.06406005905039873,1.0,0.058925000000000005,
stats_hgb_only,0.857125,0.8767894144061836,0.857125,0.8552362161543643,0.8552362161543642,0.97135,0.14812438015809337,0.1444073529575977,1.0,0.14287499999999997,
stats_tree_only,0.861175,0.8763260455933422,0.861175,0.8597635048639761,0.859763504863976,0.9615,0.09492354203117591,0.09664032117631664,1.0,0.13882499999999998,
strongest_single_agent,0.9285,0.9363586624210853,0.9285000000000001,0.9281766217033233,0.9281766217033234,0.9956,0.06865529890887051,0.06857458041797852,1.0,0.07150000000000001,temporal_only
temporal_only,0.9285,0.9363586624210853,0.9285000000000001,0.9281766217033233,0.9281766217033234,0.9956,0.06865529890887051,0.06857458041797852,1.0,0.07150000000000001,
validation_selected_single_agent,0.924475,0.9301890124446088,0.9244749999999999,0.924223373054138,0.9242233730541383,0.9821,0.05999695905309049,0.048973673641153466,1.0,0.07552499999999995,
