mode,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,malicious_recall,ece,brier_score,coverage,selective_error,source_mode
factorial_hgb_plus_temporal,0.926725,0.9356269062298014,0.926725,0.9263487396012504,0.9263487396012504,0.9982,0.10119594786542659,0.08605756303355537,1.0,0.07327499999999998,
factorial_tree_plus_temporal,0.94605,0.9506654633024846,0.9460500000000001,0.9459115140039953,0.9459115140039954,0.99665,0.08529698727845056,0.06396979798379336,1.0,0.05395000000000005,
fixed_weight_ensemble,0.892775,0.9091150648970783,0.8927750000000001,0.8916935595832147,0.8916935595832146,0.9927,0.08853811864863037,0.07067366874545747,1.0,0.10722500000000001,
full_mad_etd_fusion,0.9295,0.9377644499878527,0.9295,0.9291656839870568,0.9291656839870568,0.9982,0.06747881957649145,0.06536520445769857,1.0,0.07050000000000001,
reliability_only_fusion,0.946975,0.9516138977967008,0.946975,0.9468384835848882,0.9468384835848883,0.99765,0.08238379986547723,0.0636257520799967,1.0,0.05302499999999999,
reliability_plus_ood_fusion,0.946975,0.9516138977967008,0.946975,0.9468384835848882,0.9468384835848883,0.99765,0.08238379986547723,0.0636257520799967,1.0,0.05302499999999999,
simple_probability_average,0.94655,0.951235452961728,0.94655,0.9464108878899007,0.9464108878899006,0.9975,0.08471181019347565,0.06377821719233896,1.0,0.05345,
stats_hgb_only,0.863425,0.8838827742794295,0.863425,0.8615808512844918,0.8615808512844917,0.97885,0.14016211058960903,0.13652924271804878,1.0,0.136575,
stats_tree_only,0.861775,0.8770617714079569,0.861775,0.8603596817509256,0.8603596817509257,0.96245,0.0923718080606708,0.09270061013057311,1.0,0.13822500000000004,
strongest_single_agent,0.928925,0.9371600293758697,0.928925,0.9285886962757219,0.9285886962757218,0.99755,0.07108683692737547,0.0707893265629167,1.0,0.071075,temporal_only
temporal_only,0.928925,0.9371600293758697,0.928925,0.9285886962757219,0.9285886962757218,0.99755,0.07108683692737547,0.0707893265629167,1.0,0.071075,
validation_selected_single_agent,0.911925,0.9193825538858158,0.911925,0.9115317092926116,0.9115317092926116,0.9786,0.06597601102896798,0.0615394624984572,1.0,0.08807500000000001,
