group,policy,representation,target_budget,budget,rows,simulated_second_calls,C,D,C_minus_D,tn,fp,fn,tp,effective_budget,call_rate,mean_delta,malicious_recall,false_positive_rate
malware:Zeus,confidence_budget,frozen_rule,1.1,1.1,2000,486,0,0,0,0,0,1,1999,1.2429999999999999,0.243,0.0,0.9995,
malware:Zeus,confidence_budget,frozen_rule,1.25,1.25,2000,527,0,0,0,0,0,1,1999,1.2635,0.2635,0.0,0.9995,
malware:Zeus,confidence_budget,frozen_rule,1.5,1.5,2000,579,0,0,0,0,0,1,1999,1.2894999999999999,0.2895,0.0,0.9995,
malware:Zeus,confidence_budget,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,first_stats,frozen_rule,1.0,1.0,2000,0,0,4,-4,0,0,5,1995,1.0,0.0,-0.002,0.9975,
malware:Zeus,first_stats,frozen_rule,1.1,1.1,2000,0,0,4,-4,0,0,5,1995,1.0,0.0,-0.002,0.9975,
malware:Zeus,first_stats,frozen_rule,1.25,1.25,2000,0,0,4,-4,0,0,5,1995,1.0,0.0,-0.002,0.9975,
malware:Zeus,first_stats,frozen_rule,1.5,1.5,2000,0,0,4,-4,0,0,5,1995,1.0,0.0,-0.002,0.9975,
malware:Zeus,first_stats,frozen_rule,2.0,2.0,2000,0,0,4,-4,0,0,5,1995,1.0,0.0,-0.002,0.9975,
malware:Zeus,first_temporal,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,first_temporal,frozen_rule,1.1,1.1,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,first_temporal,frozen_rule,1.25,1.25,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,first_temporal,frozen_rule,1.5,1.5,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,first_temporal,frozen_rule,2.0,2.0,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,hashrandom_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,hashrandom_budget,frozen_rule,1.1,1.1,2000,198,0,0,0,0,0,1,1999,1.099,0.099,0.0,0.9995,
malware:Zeus,hashrandom_budget,frozen_rule,1.25,1.25,2000,521,0,0,0,0,0,1,1999,1.2605,0.2605,0.0,0.9995,
malware:Zeus,hashrandom_budget,frozen_rule,1.5,1.5,2000,1036,0,0,0,0,0,1,1999,1.518,0.518,0.0,0.9995,
malware:Zeus,hashrandom_budget,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_classifier,frozen_gain_model,1.1,1.1,2000,234,0,0,0,0,0,1,1999,1.117,0.117,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_classifier,frozen_gain_model,1.25,1.25,2000,1269,0,0,0,0,0,1,1999,1.6345,0.6345,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_classifier,frozen_gain_model,1.5,1.5,2000,1519,0,0,0,0,0,1,1999,1.7595,0.7595,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_classifier_positive_stop,frozen_gain_model,,,2000,1504,0,0,0,0,0,1,1999,1.752,0.752,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_regression,frozen_gain_model,1.1,1.1,2000,515,0,0,0,0,0,1,1999,1.2575,0.2575,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_regression,frozen_gain_model,1.25,1.25,2000,517,0,0,0,0,0,1,1999,1.2585,0.2585,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_regression,frozen_gain_model,1.5,1.5,2000,517,0,0,0,0,0,1,1999,1.2585,0.2585,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,post_first_temporal_gain_regression_positive_stop,frozen_gain_model,,,2000,1966,0,0,0,0,0,1,1999,1.983,0.983,0.0,0.9995,
malware:Zeus,probability_only_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,probability_only_gain_classifier,frozen_gain_model,1.1,1.1,2000,622,0,0,0,0,0,1,1999,1.311,0.311,0.0,0.9995,
malware:Zeus,probability_only_gain_classifier,frozen_gain_model,1.25,1.25,2000,1146,0,0,0,0,0,1,1999,1.573,0.573,0.0,0.9995,
malware:Zeus,probability_only_gain_classifier,frozen_gain_model,1.5,1.5,2000,1998,0,0,0,0,0,1,1999,1.999,0.999,0.0,0.9995,
malware:Zeus,probability_only_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,probability_only_gain_classifier_positive_stop,frozen_gain_model,,,2000,1998,0,0,0,0,0,1,1999,1.999,0.999,0.0,0.9995,
malware:Zeus,probability_only_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
malware:Zeus,probability_only_gain_regression,frozen_gain_model,1.1,1.1,2000,622,0,0,0,0,0,1,1999,1.311,0.311,0.0,0.9995,
malware:Zeus,probability_only_gain_regression,frozen_gain_model,1.25,1.25,2000,1146,0,0,0,0,0,1,1999,1.573,0.573,0.0,0.9995,
malware:Zeus,probability_only_gain_regression,frozen_gain_model,1.5,1.5,2000,1998,0,0,0,0,0,1,1999,1.999,0.999,0.0,0.9995,
malware:Zeus,probability_only_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,probability_only_gain_regression_positive_stop,frozen_gain_model,,,2000,1998,0,0,0,0,0,1,1999,1.999,0.999,0.0,0.9995,
