group,policy,representation,target_budget,budget,rows,simulated_second_calls,C,D,C_minus_D,tn,fp,fn,tp,effective_budget,call_rate,mean_delta,malicious_recall,false_positive_rate
malware:Nsis-ay,first_stats,frozen_rule,1.25,1.25,2000,0,40,97,-57,0,0,253,1747,1.0,0.0,-0.0285,0.8735,
malware:Nsis-ay,first_stats,frozen_rule,1.5,1.5,2000,0,40,97,-57,0,0,253,1747,1.0,0.0,-0.0285,0.8735,
malware:Nsis-ay,first_stats,frozen_rule,2.0,2.0,2000,0,40,97,-57,0,0,253,1747,1.0,0.0,-0.0285,0.8735,
malware:Nsis-ay,first_temporal,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,first_temporal,frozen_rule,1.1,1.1,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,first_temporal,frozen_rule,1.25,1.25,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,first_temporal,frozen_rule,1.5,1.5,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,first_temporal,frozen_rule,2.0,2.0,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,hashrandom_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,hashrandom_budget,frozen_rule,1.1,1.1,2000,196,0,0,0,0,0,196,1804,1.098,0.098,0.0,0.902,
malware:Nsis-ay,hashrandom_budget,frozen_rule,1.25,1.25,2000,490,0,1,-1,0,0,197,1803,1.245,0.245,-0.0005,0.9015,
malware:Nsis-ay,hashrandom_budget,frozen_rule,1.5,1.5,2000,964,0,3,-3,0,0,199,1801,1.482,0.482,-0.0015,0.9005,
malware:Nsis-ay,hashrandom_budget,frozen_rule,2.0,2.0,2000,2000,0,5,-5,0,0,201,1799,2.0,1.0,-0.0025,0.8995,
malware:Nsis-ay,post_first_temporal_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,post_first_temporal_gain_classifier,frozen_gain_model,1.1,1.1,2000,129,0,4,-4,0,0,200,1800,1.0645,0.0645,-0.002,0.9,
malware:Nsis-ay,post_first_temporal_gain_classifier,frozen_gain_model,1.25,1.25,2000,129,0,4,-4,0,0,200,1800,1.0645,0.0645,-0.002,0.9,
malware:Nsis-ay,post_first_temporal_gain_classifier,frozen_gain_model,1.5,1.5,2000,481,0,4,-4,0,0,200,1800,1.2405,0.2405,-0.002,0.9,
malware:Nsis-ay,post_first_temporal_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,5,-5,0,0,201,1799,2.0,1.0,-0.0025,0.8995,
malware:Nsis-ay,post_first_temporal_gain_classifier_positive_stop,frozen_gain_model,,,2000,60,0,4,-4,0,0,200,1800,1.03,0.03,-0.002,0.9,
malware:Nsis-ay,post_first_temporal_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,post_first_temporal_gain_regression,frozen_gain_model,1.1,1.1,2000,600,0,4,-4,0,0,200,1800,1.3,0.3,-0.002,0.9,
malware:Nsis-ay,post_first_temporal_gain_regression,frozen_gain_model,1.25,1.25,2000,1273,0,4,-4,0,0,200,1800,1.6364999999999998,0.6365,-0.002,0.9,
malware:Nsis-ay,post_first_temporal_gain_regression,frozen_gain_model,1.5,1.5,2000,1286,0,4,-4,0,0,200,1800,1.643,0.643,-0.002,0.9,
malware:Nsis-ay,post_first_temporal_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,5,-5,0,0,201,1799,2.0,1.0,-0.0025,0.8995,
malware:Nsis-ay,post_first_temporal_gain_regression_positive_stop,frozen_gain_model,,,2000,1126,0,4,-4,0,0,200,1800,1.563,0.563,-0.002,0.9,
malware:Nsis-ay,probability_only_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,probability_only_gain_classifier,frozen_gain_model,1.1,1.1,2000,27,0,4,-4,0,0,200,1800,1.0135,0.0135,-0.002,0.9,
malware:Nsis-ay,probability_only_gain_classifier,frozen_gain_model,1.25,1.25,2000,46,0,4,-4,0,0,200,1800,1.023,0.023,-0.002,0.9,
malware:Nsis-ay,probability_only_gain_classifier,frozen_gain_model,1.5,1.5,2000,79,0,4,-4,0,0,200,1800,1.0395,0.0395,-0.002,0.9,
malware:Nsis-ay,probability_only_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,5,-5,0,0,201,1799,2.0,1.0,-0.0025,0.8995,
malware:Nsis-ay,probability_only_gain_classifier_positive_stop,frozen_gain_model,,,2000,18,0,4,-4,0,0,200,1800,1.009,0.009,-0.002,0.9,
malware:Nsis-ay,probability_only_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,196,1804,1.0,0.0,0.0,0.902,
malware:Nsis-ay,probability_only_gain_regression,frozen_gain_model,1.1,1.1,2000,357,0,4,-4,0,0,200,1800,1.1785,0.1785,-0.002,0.9,
malware:Nsis-ay,probability_only_gain_regression,frozen_gain_model,1.25,1.25,2000,934,0,4,-4,0,0,200,1800,1.467,0.467,-0.002,0.9,
malware:Nsis-ay,probability_only_gain_regression,frozen_gain_model,1.5,1.5,2000,1768,0,5,-5,0,0,201,1799,1.884,0.884,-0.0025,0.8995,
malware:Nsis-ay,probability_only_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,5,-5,0,0,201,1799,2.0,1.0,-0.0025,0.8995,
malware:Nsis-ay,probability_only_gain_regression_positive_stop,frozen_gain_model,,,2000,1764,0,5,-5,0,0,201,1799,1.8820000000000001,0.882,-0.0025,0.8995,
malware:Shifu,all_average,frozen_rule,1.0,1.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,all_average,frozen_rule,1.1,1.1,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,all_average,frozen_rule,1.25,1.25,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,all_average,frozen_rule,1.5,1.5,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,all_average,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,confidence_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,confidence_budget,frozen_rule,1.1,1.1,2000,160,0,0,0,0,0,0,2000,1.08,0.08,0.0,1.0,
malware:Shifu,confidence_budget,frozen_rule,1.25,1.25,2000,160,0,0,0,0,0,0,2000,1.08,0.08,0.0,1.0,
malware:Shifu,confidence_budget,frozen_rule,1.5,1.5,2000,836,0,0,0,0,0,0,2000,1.418,0.418,0.0,1.0,
malware:Shifu,confidence_budget,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,first_stats,frozen_rule,1.0,1.0,2000,0,0,1,-1,0,0,1,1999,1.0,0.0,-0.0005,0.9995,
malware:Shifu,first_stats,frozen_rule,1.1,1.1,2000,0,0,1,-1,0,0,1,1999,1.0,0.0,-0.0005,0.9995,
malware:Shifu,first_stats,frozen_rule,1.25,1.25,2000,0,0,1,-1,0,0,1,1999,1.0,0.0,-0.0005,0.9995,
malware:Shifu,first_stats,frozen_rule,1.5,1.5,2000,0,0,1,-1,0,0,1,1999,1.0,0.0,-0.0005,0.9995,
malware:Shifu,first_stats,frozen_rule,2.0,2.0,2000,0,0,1,-1,0,0,1,1999,1.0,0.0,-0.0005,0.9995,
malware:Shifu,first_temporal,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,first_temporal,frozen_rule,1.1,1.1,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,first_temporal,frozen_rule,1.25,1.25,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,first_temporal,frozen_rule,1.5,1.5,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,first_temporal,frozen_rule,2.0,2.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,hashrandom_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,hashrandom_budget,frozen_rule,1.1,1.1,2000,224,0,0,0,0,0,0,2000,1.112,0.112,0.0,1.0,
malware:Shifu,hashrandom_budget,frozen_rule,1.25,1.25,2000,528,0,0,0,0,0,0,2000,1.264,0.264,0.0,1.0,
malware:Shifu,hashrandom_budget,frozen_rule,1.5,1.5,2000,1031,0,0,0,0,0,0,2000,1.5154999999999998,0.5155,0.0,1.0,
malware:Shifu,hashrandom_budget,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,post_first_temporal_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,post_first_temporal_gain_classifier,frozen_gain_model,1.1,1.1,2000,351,0,0,0,0,0,0,2000,1.1755,0.1755,0.0,1.0,
malware:Shifu,post_first_temporal_gain_classifier,frozen_gain_model,1.25,1.25,2000,461,0,0,0,0,0,0,2000,1.2305,0.2305,0.0,1.0,
malware:Shifu,post_first_temporal_gain_classifier,frozen_gain_model,1.5,1.5,2000,461,0,0,0,0,0,0,2000,1.2305,0.2305,0.0,1.0,
malware:Shifu,post_first_temporal_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,post_first_temporal_gain_classifier_positive_stop,frozen_gain_model,,,2000,6,0,0,0,0,0,0,2000,1.003,0.003,0.0,1.0,
malware:Shifu,post_first_temporal_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,post_first_temporal_gain_regression,frozen_gain_model,1.1,1.1,2000,16,0,0,0,0,0,0,2000,1.008,0.008,0.0,1.0,
malware:Shifu,post_first_temporal_gain_regression,frozen_gain_model,1.25,1.25,2000,45,0,0,0,0,0,0,2000,1.0225,0.0225,0.0,1.0,
malware:Shifu,post_first_temporal_gain_regression,frozen_gain_model,1.5,1.5,2000,90,0,0,0,0,0,0,2000,1.045,0.045,0.0,1.0,
malware:Shifu,post_first_temporal_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,post_first_temporal_gain_regression_positive_stop,frozen_gain_model,,,2000,45,0,0,0,0,0,0,2000,1.0225,0.0225,0.0,1.0,
malware:Shifu,probability_only_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,probability_only_gain_classifier,frozen_gain_model,1.1,1.1,2000,5,0,0,0,0,0,0,2000,1.0025,0.0025,0.0,1.0,
malware:Shifu,probability_only_gain_classifier,frozen_gain_model,1.25,1.25,2000,5,0,0,0,0,0,0,2000,1.0025,0.0025,0.0,1.0,
malware:Shifu,probability_only_gain_classifier,frozen_gain_model,1.5,1.5,2000,147,0,0,0,0,0,0,2000,1.0735,0.0735,0.0,1.0,
malware:Shifu,probability_only_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,probability_only_gain_classifier_positive_stop,frozen_gain_model,,,2000,5,0,0,0,0,0,0,2000,1.0025,0.0025,0.0,1.0,
malware:Shifu,probability_only_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Shifu,probability_only_gain_regression,frozen_gain_model,1.1,1.1,2000,222,0,0,0,0,0,0,2000,1.111,0.111,0.0,1.0,
malware:Shifu,probability_only_gain_regression,frozen_gain_model,1.25,1.25,2000,809,0,0,0,0,0,0,2000,1.4045,0.4045,0.0,1.0,
malware:Shifu,probability_only_gain_regression,frozen_gain_model,1.5,1.5,2000,1794,0,0,0,0,0,0,2000,1.897,0.897,0.0,1.0,
malware:Shifu,probability_only_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Shifu,probability_only_gain_regression_positive_stop,frozen_gain_model,,,2000,75,0,0,0,0,0,0,2000,1.0375,0.0375,0.0,1.0,
malware:Tinba,all_average,frozen_rule,1.0,1.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,all_average,frozen_rule,1.1,1.1,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,all_average,frozen_rule,1.25,1.25,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,all_average,frozen_rule,1.5,1.5,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,all_average,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,confidence_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,confidence_budget,frozen_rule,1.1,1.1,2000,1,0,0,0,0,0,0,2000,1.0005,0.0005,0.0,1.0,
malware:Tinba,confidence_budget,frozen_rule,1.25,1.25,2000,1138,0,0,0,0,0,0,2000,1.569,0.569,0.0,1.0,
malware:Tinba,confidence_budget,frozen_rule,1.5,1.5,2000,1977,0,0,0,0,0,0,2000,1.9885000000000002,0.9885,0.0,1.0,
malware:Tinba,confidence_budget,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,first_stats,frozen_rule,1.0,1.0,2000,0,0,54,-54,0,0,54,1946,1.0,0.0,-0.027,0.973,
malware:Tinba,first_stats,frozen_rule,1.1,1.1,2000,0,0,54,-54,0,0,54,1946,1.0,0.0,-0.027,0.973,
malware:Tinba,first_stats,frozen_rule,1.25,1.25,2000,0,0,54,-54,0,0,54,1946,1.0,0.0,-0.027,0.973,
malware:Tinba,first_stats,frozen_rule,1.5,1.5,2000,0,0,54,-54,0,0,54,1946,1.0,0.0,-0.027,0.973,
malware:Tinba,first_stats,frozen_rule,2.0,2.0,2000,0,0,54,-54,0,0,54,1946,1.0,0.0,-0.027,0.973,
malware:Tinba,first_temporal,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,first_temporal,frozen_rule,1.1,1.1,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,first_temporal,frozen_rule,1.25,1.25,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,first_temporal,frozen_rule,1.5,1.5,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,first_temporal,frozen_rule,2.0,2.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,hashrandom_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,hashrandom_budget,frozen_rule,1.1,1.1,2000,202,0,0,0,0,0,0,2000,1.101,0.101,0.0,1.0,
malware:Tinba,hashrandom_budget,frozen_rule,1.25,1.25,2000,463,0,0,0,0,0,0,2000,1.2315,0.2315,0.0,1.0,
malware:Tinba,hashrandom_budget,frozen_rule,1.5,1.5,2000,979,0,0,0,0,0,0,2000,1.4895,0.4895,0.0,1.0,
malware:Tinba,hashrandom_budget,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,post_first_temporal_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,post_first_temporal_gain_classifier,frozen_gain_model,1.1,1.1,2000,238,0,0,0,0,0,0,2000,1.119,0.119,0.0,1.0,
malware:Tinba,post_first_temporal_gain_classifier,frozen_gain_model,1.25,1.25,2000,245,0,0,0,0,0,0,2000,1.1225,0.1225,0.0,1.0,
malware:Tinba,post_first_temporal_gain_classifier,frozen_gain_model,1.5,1.5,2000,258,0,0,0,0,0,0,2000,1.129,0.129,0.0,1.0,
malware:Tinba,post_first_temporal_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,post_first_temporal_gain_classifier_positive_stop,frozen_gain_model,,,2000,256,0,0,0,0,0,0,2000,1.1280000000000001,0.128,0.0,1.0,
malware:Tinba,post_first_temporal_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,post_first_temporal_gain_regression,frozen_gain_model,1.1,1.1,2000,1,0,0,0,0,0,0,2000,1.0005,0.0005,0.0,1.0,
malware:Tinba,post_first_temporal_gain_regression,frozen_gain_model,1.25,1.25,2000,469,0,0,0,0,0,0,2000,1.2345,0.2345,0.0,1.0,
malware:Tinba,post_first_temporal_gain_regression,frozen_gain_model,1.5,1.5,2000,1998,0,0,0,0,0,0,2000,1.999,0.999,0.0,1.0,
malware:Tinba,post_first_temporal_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,post_first_temporal_gain_regression_positive_stop,frozen_gain_model,,,2000,1999,0,0,0,0,0,0,2000,1.9995,0.9995,0.0,1.0,
malware:Tinba,probability_only_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,probability_only_gain_classifier,frozen_gain_model,1.1,1.1,2000,178,0,0,0,0,0,0,2000,1.089,0.089,0.0,1.0,
malware:Tinba,probability_only_gain_classifier,frozen_gain_model,1.25,1.25,2000,854,0,0,0,0,0,0,2000,1.427,0.427,0.0,1.0,
malware:Tinba,probability_only_gain_classifier,frozen_gain_model,1.5,1.5,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,probability_only_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,probability_only_gain_classifier_positive_stop,frozen_gain_model,,,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,probability_only_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,0,2000,1.0,0.0,0.0,1.0,
malware:Tinba,probability_only_gain_regression,frozen_gain_model,1.1,1.1,2000,178,0,0,0,0,0,0,2000,1.089,0.089,0.0,1.0,
malware:Tinba,probability_only_gain_regression,frozen_gain_model,1.25,1.25,2000,854,0,0,0,0,0,0,2000,1.427,0.427,0.0,1.0,
malware:Tinba,probability_only_gain_regression,frozen_gain_model,1.5,1.5,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,probability_only_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Tinba,probability_only_gain_regression_positive_stop,frozen_gain_model,,,2000,2000,0,0,0,0,0,0,2000,2.0,1.0,0.0,1.0,
malware:Virut,all_average,frozen_rule,1.0,1.0,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,all_average,frozen_rule,1.1,1.1,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,all_average,frozen_rule,1.25,1.25,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,all_average,frozen_rule,1.5,1.5,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,all_average,frozen_rule,2.0,2.0,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,confidence_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,confidence_budget,frozen_rule,1.1,1.1,2000,102,0,50,-50,0,0,54,1946,1.051,0.051,-0.025,0.973,
malware:Virut,confidence_budget,frozen_rule,1.25,1.25,2000,136,0,51,-51,0,0,55,1945,1.068,0.068,-0.0255,0.9725,
malware:Virut,confidence_budget,frozen_rule,1.5,1.5,2000,1794,0,51,-51,0,0,55,1945,1.897,0.897,-0.0255,0.9725,
malware:Virut,confidence_budget,frozen_rule,2.0,2.0,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,first_stats,frozen_rule,1.0,1.0,2000,0,0,67,-67,0,0,71,1929,1.0,0.0,-0.0335,0.9645,
malware:Virut,first_stats,frozen_rule,1.1,1.1,2000,0,0,67,-67,0,0,71,1929,1.0,0.0,-0.0335,0.9645,
malware:Virut,first_stats,frozen_rule,1.25,1.25,2000,0,0,67,-67,0,0,71,1929,1.0,0.0,-0.0335,0.9645,
malware:Virut,first_stats,frozen_rule,1.5,1.5,2000,0,0,67,-67,0,0,71,1929,1.0,0.0,-0.0335,0.9645,
malware:Virut,first_stats,frozen_rule,2.0,2.0,2000,0,0,67,-67,0,0,71,1929,1.0,0.0,-0.0335,0.9645,
malware:Virut,first_temporal,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,first_temporal,frozen_rule,1.1,1.1,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,first_temporal,frozen_rule,1.25,1.25,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,first_temporal,frozen_rule,1.5,1.5,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,first_temporal,frozen_rule,2.0,2.0,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,hashrandom_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,hashrandom_budget,frozen_rule,1.1,1.1,2000,217,0,8,-8,0,0,12,1988,1.1085,0.1085,-0.004,0.994,
malware:Virut,hashrandom_budget,frozen_rule,1.25,1.25,2000,507,0,14,-14,0,0,18,1982,1.2535,0.2535,-0.007,0.991,
malware:Virut,hashrandom_budget,frozen_rule,1.5,1.5,2000,1004,0,24,-24,0,0,28,1972,1.502,0.502,-0.012,0.986,
malware:Virut,hashrandom_budget,frozen_rule,2.0,2.0,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,post_first_temporal_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,post_first_temporal_gain_classifier,frozen_gain_model,1.1,1.1,2000,553,0,50,-50,0,0,54,1946,1.2765,0.2765,-0.025,0.973,
malware:Virut,post_first_temporal_gain_classifier,frozen_gain_model,1.25,1.25,2000,1753,0,50,-50,0,0,54,1946,1.8765,0.8765,-0.025,0.973,
malware:Virut,post_first_temporal_gain_classifier,frozen_gain_model,1.5,1.5,2000,1930,0,51,-51,0,0,55,1945,1.9649999999999999,0.965,-0.0255,0.9725,
malware:Virut,post_first_temporal_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,post_first_temporal_gain_classifier_positive_stop,frozen_gain_model,,,2000,57,0,50,-50,0,0,54,1946,1.0285,0.0285,-0.025,0.973,
malware:Virut,post_first_temporal_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,post_first_temporal_gain_regression,frozen_gain_model,1.1,1.1,2000,104,0,50,-50,0,0,54,1946,1.052,0.052,-0.025,0.973,
malware:Virut,post_first_temporal_gain_regression,frozen_gain_model,1.25,1.25,2000,420,0,50,-50,0,0,54,1946,1.21,0.21,-0.025,0.973,
malware:Virut,post_first_temporal_gain_regression,frozen_gain_model,1.5,1.5,2000,1973,0,50,-50,0,0,54,1946,1.9865,0.9865,-0.025,0.973,
malware:Virut,post_first_temporal_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,post_first_temporal_gain_regression_positive_stop,frozen_gain_model,,,2000,117,0,50,-50,0,0,54,1946,1.0585,0.0585,-0.025,0.973,
malware:Virut,probability_only_gain_classifier,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,probability_only_gain_classifier,frozen_gain_model,1.1,1.1,2000,8,0,2,-2,0,0,6,1994,1.004,0.004,-0.001,0.997,
malware:Virut,probability_only_gain_classifier,frozen_gain_model,1.25,1.25,2000,9,0,2,-2,0,0,6,1994,1.0045,0.0045,-0.001,0.997,
malware:Virut,probability_only_gain_classifier,frozen_gain_model,1.5,1.5,2000,11,0,2,-2,0,0,6,1994,1.0055,0.0055,-0.001,0.997,
malware:Virut,probability_only_gain_classifier,frozen_gain_model,2.0,2.0,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,probability_only_gain_classifier_positive_stop,frozen_gain_model,,,2000,7,0,2,-2,0,0,6,1994,1.0035,0.0035,-0.001,0.997,
malware:Virut,probability_only_gain_regression,frozen_gain_model,1.0,1.0,2000,0,0,0,0,0,0,4,1996,1.0,0.0,0.0,0.998,
malware:Virut,probability_only_gain_regression,frozen_gain_model,1.1,1.1,2000,359,0,2,-2,0,0,6,1994,1.1795,0.1795,-0.001,0.997,
malware:Virut,probability_only_gain_regression,frozen_gain_model,1.25,1.25,2000,982,0,3,-3,0,0,7,1993,1.491,0.491,-0.0015,0.9965,
malware:Virut,probability_only_gain_regression,frozen_gain_model,1.5,1.5,2000,1924,0,3,-3,0,0,7,1993,1.962,0.962,-0.0015,0.9965,
malware:Virut,probability_only_gain_regression,frozen_gain_model,2.0,2.0,2000,2000,0,51,-51,0,0,55,1945,2.0,1.0,-0.0255,0.9725,
malware:Virut,probability_only_gain_regression_positive_stop,frozen_gain_model,,,2000,1924,0,3,-3,0,0,7,1993,1.962,0.962,-0.0015,0.9965,
malware:Zeus,all_average,frozen_rule,1.0,1.0,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,all_average,frozen_rule,1.1,1.1,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,all_average,frozen_rule,1.25,1.25,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,all_average,frozen_rule,1.5,1.5,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,all_average,frozen_rule,2.0,2.0,2000,2000,0,0,0,0,0,1,1999,2.0,1.0,0.0,0.9995,
malware:Zeus,confidence_budget,frozen_rule,1.0,1.0,2000,0,0,0,0,0,0,1,1999,1.0,0.0,0.0,0.9995,
