mode,accuracy,macro_f1,weighted_f1,macro_precision,malicious_recall,coverage,selective_error,avg_evidence_calls
temporal_strongest_single,0.8795,0.8777838097017849,0.8777838097017849,0.9020846952473482,0.998,1.0,0.12050000000000005,1.0
static_stats_temporal_full_call,0.8779,0.8762317011078905,0.8762317011078905,0.8994363455322469,0.994,1.0,0.12209999999999999,2.0
v6_fixed_competence_rule,0.8798,0.878217312189211,0.8782173121892108,0.9006261497696242,0.9938,1.0,0.12019999999999997,1.0944
v6_1_group_robust_meta_policy,0.8795,0.8777838097017849,0.8777838097017849,0.9020846952473482,0.998,1.0,0.12050000000000005,1.0944
