heldout_group,model_id,artifact,artifact_hash,training_seconds,training_seed
benign:BitTorrent,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_BitTorrent__stats_hgb.joblib,0e7952b3133c53948db80fe934a45fe3769f2e577b27d95d50eb28568d17fb3f,19.580978300000424,49
benign:BitTorrent,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_BitTorrent__stats_extra_trees.joblib,a0ac3d71a10aa4e12eac1c35d8978bec0a3f7a115453b6fb77e18357b75c59a0,0.7764109999989159,49
benign:BitTorrent,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_BitTorrent__temporal_hgb.joblib,ae2d2e97594e6469c0c4180243e78442931cc24e495b3aa883a46a7c16f2cd39,8.969855100000132,49
benign:FTP,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_FTP__stats_hgb.joblib,435ad119b3c7ef8bf22a48ef187963f5b4ba883dd8ef247f5f6561d5d6f5fb40,9.401876900001298,49
benign:FTP,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_FTP__stats_extra_trees.joblib,6234069507a4a73ab2ac56251f0599292bf4b10e2fc3f588b7ea3d4d6705dcb6,0.6372456000008242,49
benign:FTP,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_FTP__temporal_hgb.joblib,670f22a326fbf78e89eb66e415beaf20287508616641b57c3f2513df34a84a9f,5.012167999999292,49
benign:Facetime,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_Facetime__stats_hgb.joblib,31b5e93d9bd3e890b953fc5f6f9aeadbed8a73639de07f5f7bd3a4e3894c958b,7.87717370000064,49
benign:Facetime,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_Facetime__stats_extra_trees.joblib,daa6109c713d2ed2cbf908d3b0c3e4c1edc892684344e23d84559b3dc7bcda2a,0.5368510000007518,49
benign:Facetime,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_Facetime__temporal_hgb.joblib,51f635ddbef1a11449d414a95cfae9d5d9202caf788385b46737dd32bf25e08b,7.3015811999994185,49
benign:Gmail,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_Gmail__stats_hgb.joblib,71391852776de8cf07cbc4305b6d97fda49cc7d87978773fcf9e8b919507a229,2.1570400999989943,49
benign:Gmail,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_49/ustc_multiseed/seed_49/hybrid/model_artifacts/benign_Gmail__stats_extra_trees.joblib,ca1bc05b3119fe313074e0716d591477cd8d4aa91317ed16a2463c14ac389449,0.5239157000014529,49
