mode,accuracy,macro_f1,weighted_f1,macro_precision,malicious_recall,coverage,selective_error,avg_evidence_calls
temporal_strongest_single,0.9302,0.9299020106433252,0.9299020106433252,0.9376417299995898,0.9954,1.0,0.06979999999999997,1.0
static_stats_temporal_full_call,0.9321,0.9318038370214552,0.9318038370214552,0.939738808377642,0.998,1.0,0.06789999999999996,2.0
v6_fixed_competence_rule,0.9484,0.9482717117760732,0.9482717117760731,0.952892768728631,0.9982,1.0,0.05159999999999998,1.0581
v6_1_group_robust_meta_policy,0.9349,0.934660842348205,0.934660842348205,0.9413619807603117,0.9954,1.0,0.06510000000000005,1.0581
