heldout_group,model_id,artifact,artifact_hash,training_seconds,training_seed
benign:BitTorrent,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_BitTorrent__stats_hgb.joblib,78d2da20fa98c4952092d077986283a86b9a1e7d97d306f11c1cdb120741e66e,15.176416999998764,45
benign:BitTorrent,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_BitTorrent__stats_extra_trees.joblib,369f970af003f4719e75cc053e62e53e248c9610993fccfb839b4782e1d2b2f6,0.5604713999982778,45
benign:BitTorrent,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_BitTorrent__temporal_hgb.joblib,d28a7c56f61e5a6033cf174785aafe81ff1c768933ab04af41c67fc6184bbebf,8.804656100001012,45
benign:FTP,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_FTP__stats_hgb.joblib,ba66f46d831ee5c83135e295560a14bbecf6b0b865f4f292cf8ad2641430ba5d,6.182747700000618,45
benign:FTP,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_FTP__stats_extra_trees.joblib,250133caa3612c0479924447a2299dbb6c14f468c86feb8a69556f26c4b6c218,0.5597962000010739,45
benign:FTP,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_FTP__temporal_hgb.joblib,fdffa90f36f37cd5691ed3152c854728fdf3c5db6529eeeb9a8619f9d1dec458,5.971841099999438,45
benign:Facetime,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_Facetime__stats_hgb.joblib,8f58b5d11e5115b663d08454e8e0cdc47637f66f5209beb9840340f20ca5e9ec,11.565423300000475,45
benign:Facetime,stats_extra_trees,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_Facetime__stats_extra_trees.joblib,be2d289ab58300dea0f8c617cb601aacb91456a804f9b4b66087838b5e52b969,0.8234068000001571,45
benign:Facetime,temporal_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_Facetime__temporal_hgb.joblib,6ad123ca8f99a9f5297596ee51b8a54035713a20d4f9b961aa677c04101580d5,7.7412714999991294,45
benign:Gmail,stats_hgb,data/runs/mad_etd_thesis_reviewer_closure_v24/ustc_ten_seed_runs/seed_45/ustc_multiseed/seed_45/hybrid/model_artifacts/benign_Gmail__stats_hgb.joblib,ad6b11376c27e6e713c792a789406e4ee4bbdeeac5a2d6ff21ba00c25743f39f,10.563114599999608,45
